0,0.007900889
0.033333333,0.010027622
0.066666667,0.016810144
0.1,0.022203844
0.133333333,0.031337585
0.166666667,0.040505544
0.2,0.050809237
0.233333333,0.060715241
0.266666667,0.067097372
0.3,0.070653818
0.333333333,0.071006819
0.366666667,0.070321648
0.4,0.067474849
0.433333333,0.062494801
0.466666667,0.054703017
0.5,0.044780892
0.533333333,0.034532794
0.566666667,0.025607094
0.6,0.016431843
0.633333333,0.012522507
0.666666667,0.008239907
0.7,0.007893958
0.733333333,0.011799893
0.766666667,0.015349925
0.8,0.023844776
0.833333333,0.032264531
0.866666667,0.042312146
0.9,0.052563592
0.933333333,0.06143152
0.966666667,0.067816732
1,0.07100957
1.033333333,0.072076335
1.066666667,0.070300338
1.1,0.067123779
1.133333333,0.061803359
1.166666667,0.054358948
1.2,0.045067709
1.233333333,0.035192985
1.266666667,0.025615957
1.3,0.017820114
1.333333333,0.011078018
1.366666667,0.008257036
1.4,0.008244424
1.433333333,0.011087546
1.466666667,0.014972665
1.5,0.022728494
1.533333333,0.031697917
1.566666667,0.04195254
1.6,0.051853605
1.633333333,0.060376857
1.666666667,0.066755948
1.7,0.070300629
1.733333333,0.071353479
1.766666667,0.070378891
1.8,0.067811469
1.833333333,0.062156378
1.866666667,0.054327662
1.9,0.044780694
1.933333333,0.035142336
1.966666667,0.02633344
2,0.016806364
2.033333333,0.012516683
2.066666667,0.010724078
2.1,0.010037651
2.133333333,0.011807744
2.166666667,0.014651954
2.2,0.023090775
2.233333333,0.032296543
2.266666667,0.042253436
2.3,0.051887891
2.333333333,0.061067815
2.366666667,0.071004043
2.4,0.070302189
2.433333333,0.071368091
2.466666667,0.070324766
2.5,0.067483197
2.533333333,0.062457972
2.566666667,0.05427107
2.6,0.044428902
2.633333333,0.034417958
2.666666667,0.025403794
2.7,0.017829538
2.733333333,0.012503653
2.766666667,0.010732612
2.8,0.010721747
2.833333333,0.012160043
2.866666667,0.017107809
2.9,0.024236458
2.933333333,0.032756083
2.966666667,0.042647247
3,0.052558059
3.033333333,0.060724398
3.066666667,0.067101486
3.1,0.070290387
3.133333333,0.071367164
3.166666667,0.070652933
3.2,0.067445067
3.233333333,0.061092912
3.266666667,0.053666288
3.3,0.043748142
3.333333333,0.034061486
3.366666667,0.025228264
3.4,0.01676346
3.433333333,0.012852205
3.466666667,0.009663733
3.5,0.009695372
3.533333333,0.011093106
3.566666667,0.015283984
3.6,0.024719283
3.633333333,0.033759537
3.666666667,0.04336178
3.7,0.052927852
3.733333333,0.061432961
3.766666667,0.06746077
3.8,0.070301678
3.833333333,0.071020813
3.866666667,0.069964715
3.9,0.066766584
3.933333333,0.061063307
3.966666667,0.052933667
4,0.043298972
4.033333333,0.033426882
4.066666667,0.02488564
4.1,0.017478024
4.133333333,0.01074032
4.166666667,0.00858397
4.2,0.008624209
4.233333333,0.01215412
4.266666667,0.016792015
4.3,0.025489125
4.333333333,0.034093798
4.366666667,0.044328221
4.4,0.053970381
4.433333333,0.061780109
4.466666667,0.067463748
4.5,0.069958003
4.533333333,0.075971327
4.566666667,0.069616876
4.6,0.069027905
4.633333333,0.067882094
4.666666667,0.053614509
4.8,0.014853672
4.833333333,0.009327067
4.866666667,0.00710803
4.9,0.007395526
4.933333333,0.010554518
4.966666667,0.016610565
5,0.023658866
5.033333333,0.033220279
5.066666667,0.044968966
5.1,0.054207043
5.133333333,0.06271163
5.166666667,0.066973868
5.2,0.069453367
5.233333333,0.069836206
5.266666667,0.068741499
5.3,0.065559045
5.333333333,0.059868564
5.366666667,0.051370489
5.4,0.041450432
5.433333333,0.032192456
5.466666667,0.022391624
5.5,0.016986607
5.533333333,0.01164601
5.566666667,0.010955901
5.6,0.011657983
5.633333333,0.012731968
5.666666667,0.017901931
5.7,0.025863394
5.733333333,0.035755508
5.766666667,0.045351351
5.8,0.054564563
5.833333333,0.06272069
5.866666667,0.068377833
5.9,0.070518168
5.933333333,0.070863301
5.966666667,0.069109451
6,0.070123191
6.033333333,0.062358752
6.066666667,0.050313506
6.1,0.041024649
6.133333333,0.031184378
6.166666667,0.022492674
6.2,0.01484891
6.233333333,0.009881942
6.266666667,0.011306925
6.3,0.011663522
6.333333333,0.01344023
6.366666667,0.018454701
6.4,0.026578572
6.433333333,0.036150782
6.466666667,0.046065391
6.5,0.055961809
6.533333333,0.063078235
6.566666667,0.068039007
6.6,0.075124994
6.633333333,0.075122032
6.666666667,0.073007749
6.7,0.068747468
6.733333333,0.061998734
6.766666667,0.049606005
6.8,0.040341219
6.833333333,0.030802571
6.866666667,0.021694487
6.9,0.013270541
6.933333333,0.010597582
6.966666667,0.010598818
7,0.011307506
7.033333333,0.013434829
7.066666667,0.019009882
7.1,0.02800037
7.133333333,0.037189611
7.166666667,0.047114587
7.2,0.056688904
7.233333333,0.063776293
7.266666667,0.068036344
7.3,0.075484212
7.333333333,0.075488077
7.366666667,0.069092805
7.4,0.06874244
7.433333333,0.058455016
7.466666667,0.049592555
9.4,0.073004218
9.433333333,0.073004218
9.466666667,0.070534602
9.5,0.064827648
9.533333333,0.057135064
9.566666667,0.046756771
9.6,0.036782021
9.633333333,0.027923692
9.666666667,0.020507631
9.7,0.014139177
9.733333333,0.010956029
9.766666667,0.010595811
9.8,0.011662084
9.833333333,0.015530803
9.866666667,0.023007357
9.9,0.030899585
9.933333333,0.040415678
9.966666667,0.050295284
10,0.058823522
10.03333333,0.065207324
10.06666667,0.06874675
10.1,0.070525796
10.13333333,0.070156926
10.16666667,0.067331577
10.2,0.062384698
10.23333333,0.055249944
10.26666667,0.045719359
10.3,0.036422015
10.33333333,0.026975725
10.36666667,0.019836815
10.4,0.012717007
10.43333333,0.01094676
10.46666667,0.010596731
10.5,0.014499379
10.53333333,0.0166324
10.56666667,0.02301624
10.6,0.031663929
10.63333333,0.041434424
10.66666667,0.051311839
10.7,0.059869866
10.73333333,0.065566458
10.76666667,0.069116107
10.8,0.070875006
10.83333333,0.06982503
10.86666667,0.067327004
10.9,0.062015068
10.93333333,0.054553809
10.96666667,0.045293911
11,0.035114184
11.03333333,0.026205965
11.06666667,0.018402748
11.1,0.013446101
11.13333333,0.010965105
11.16666667,0.010958355
11.2,0.012356797
11.23333333,0.017338021
11.26666667,0.024415195
11.3,0.032290785
11.33333333,0.042185755
11.36666667,0.051741496
11.4,0.060232445
11.43333333,0.065920006
11.46666667,0.06946583
11.5,0.070514976
11.53333333,0.069451605
11.56666667,0.066620897
11.6,0.06163802
11.63333333,0.053856193
11.66666667,0.044265891
11.7,0.034410052
11.73333333,0.025160607
11.76666667,0.017348044
11.8,0.012723589
11.83333333,0.01093988
11.86666667,0.010933489
11.9,0.014147336
11.93333333,0.017691078
11.96666667,0.02404937
12,0.033320533
12.03333333,0.043127716
12.06666667,0.052790697
12.1,0.060246291
12.13333333,0.066978584
12.16666667,0.0698259
12.2,0.070888552
12.23333333,0.069773655
12.26666667,0.066621819
12.3,0.060243291
12.33333333,0.052777432
12.36666667,0.043434371
12.4,0.033745702
12.43333333,0.025136952
12.46666667,0.01841164
12.5,0.013081894
12.53333333,0.012727361
12.56666667,0.013069667
12.6,0.01273169
12.63333333,0.018031315
12.66666667,0.025088463
12.7,0.034291932
12.73333333,0.043898483
12.76666667,0.053815735
12.8,0.061305647
12.83333333,0.066985415
12.86666667,0.069812336
12.9,0.070165786
12.93333333,0.069444302
12.96666667,0.06592762
13,0.060585431
13.03333333,0.052457638
13.06666667,0.042539291
13.1,0.03297453
13.13333333,0.02479971
13.16666667,0.01874871
13.2,0.013086056
13.23333333,0.010244039
13.26666667,0.01025386
13.3,0.014149221
13.33333333,0.018753764
13.36666667,0.026218306
13.4,0.035040767
13.43333333,0.044914831
13.46666667,0.054211035
13.5,0.062682222
13.53333333,0.067683582
13.56666667,0.069821617
13.6,0.07583347
13.63333333,0.069802268
13.66666667,0.068617586
13.73333333,0.05316289
13.76666667,0.041479868
13.8,0.03187471
13.83333333,0.023714244
13.86666667,0.016281005
13.9,0.012738621
13.93333333,0.011313044
13.96666667,0.011990644
14,0.013030857
14.03333333,0.019434006
14.06666667,0.026949824
14.1,0.036075234
14.13333333,0.045655689
14.16666667,0.054932433
14.2,0.063068281
14.23333333,0.068039392
14.26666667,0.070182163
14.3,0.070519804
14.33333333,0.068769081
14.36666667,0.064852273
14.4,0.058822826
14.43333333,0.050324622
14.46666667,0.040646832
14.5,0.03119181
14.53333333,0.022310318
14.56666667,0.015918141
14.6,0.01237473
14.63333333,0.011315074
14.66666667,0.011990237
14.7,0.014515091
14.73333333,0.019453024
14.76666667,0.027990346
14.8,0.036705093
14.83333333,0.046734451
14.86666667,0.055627052
14.9,0.063063924
14.93333333,0.067692882
14.96666667,0.06982121
15,0.069823243
15.03333333,0.068044308
15.06666667,0.064162258
15.1,0.058111258
15.13333333,0.049252007
15.16666667,0.039644529
15.2,0.030354309
15.23333333,0.022657617
15.26666667,0.015199161
15.3,0.011664019
15.33333333,0.009881447
15.36666667,0.01270417
15.4,0.014874607
15.43333333,0.020583149
15.46666667,0.029032678
15.5,0.03821791
15.53333333,0.048407654
15.56666667,0.057385127
15.6,0.063788305
